cve_id,published_date,description,cvss_base_score,vendor,product_name,version_start,version_end,version_note,cisa_kev,first_epss,reference_url,source_snapshot_date
CVE-2024-5171,2024-06-18,SQL injection flaw in Embedded IoT Gateway backend parser allows unauthorized read and write access to sensitive database tables,7.8,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.03853,https://nvd.nist.gov/vuln/detail/CVE-2024-5171,2025-01-15
CVE-2026-2678,2026-07-19,Improper certificate validation in Web Application Firewall TLS transport handler allows man-in-the-middle data interception,4.0,SecNet,Web Application Firewall,,,Requires manual verification of active rule engine signatures,False,0.04271,https://nvd.nist.gov/vuln/detail/CVE-2026-2678,2025-01-15
CVE-2026-2060,2026-08-20,Privilege escalation in Web Application Firewall daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.5,SecNet,Web Application Firewall,3.0.0,3.1.0,,False,0.00273,https://nvd.nist.gov/vuln/detail/CVE-2026-2060,2025-01-15
CVE-2022-8996,2022-09-21,Remote code execution in Identity Provider SaaS allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.7,AuthCorp,Identity Provider SaaS,2.4.0,2.5.5,,False,0.58395,https://nvd.nist.gov/vuln/detail/CVE-2022-8996,2025-01-15
CVE-2022-5555,2022-10-22,Authentication bypass in Web Application Firewall session handling allows unauthenticated attacker to bypass administrative controls,7.7,SecNet,Web Application Firewall,1.0.0,2.9.0,,False,0.01197,https://nvd.nist.gov/vuln/detail/CVE-2022-5555,2025-01-15
CVE-2026-1606,2026-11-23,Privilege escalation in Core Banking Framework daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.9,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,False,0.01192,https://nvd.nist.gov/vuln/detail/CVE-2026-1606,2025-01-15
CVE-2025-1825,2025-12-24,Request smuggling and cache poisoning in Enterprise Router OS HTTP request pipeline allows session hijacking,5.3,NetRoute,Enterprise Router OS,12.4,13.0,,False,0.01783,https://nvd.nist.gov/vuln/detail/CVE-2025-1825,2025-01-15
CVE-2023-3539,2023-01-25,Remote code execution in Web Application Firewall allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.8,SecNet,Web Application Firewall,,,Requires manual verification of active rule engine signatures,False,0.04975,https://nvd.nist.gov/vuln/detail/CVE-2023-3539,2025-01-15
CVE-2024-1863,2024-02-26,Information disclosure in Identity Provider SaaS API endpoint leaks sensitive cryptographic keys and internal session tokens,6.4,AuthCorp,Identity Provider SaaS,2.0.0,2.6.0,,False,0.00812,https://nvd.nist.gov/vuln/detail/CVE-2024-1863,2025-01-15
CVE-2023-1784,2023-03-27,Request smuggling and cache poisoning in Identity Provider SaaS HTTP request pipeline allows session hijacking,5.3,AuthCorp,Identity Provider SaaS,2.4.0,2.5.5,,False,0.02985,https://nvd.nist.gov/vuln/detail/CVE-2023-1784,2025-01-15
CVE-2024-7287,2024-04-28,Pre-authentication buffer overflow in Identity Provider SaaS network listener leads to remote code execution,9.3,AuthCorp,Identity Provider SaaS,1.0.0,2.4.5,,False,0.90435,https://nvd.nist.gov/vuln/detail/CVE-2024-7287,2025-01-15
CVE-2025-1825,2025-05-01,Improper certificate validation in Embedded IoT Gateway TLS transport handler allows man-in-the-middle data interception,4.2,IoT Systems,Embedded IoT Gateway,0.8.0,1.6.0,,False,0.03689,https://nvd.nist.gov/vuln/detail/CVE-2025-1825,2025-01-15
CVE-2026-9529,2026-06-02,Cross-site scripting (XSS) and CSRF in Embedded IoT Gateway web interface allows attacker to hijack authenticated analyst sessions,4.7,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.00355,https://nvd.nist.gov/vuln/detail/CVE-2026-9529,2025-01-15
CVE-2026-1417,2026-07-03,Authentication bypass in Web Application Firewall session handling allows unauthenticated attacker to bypass administrative controls,7.6,SecNet,Web Application Firewall,,,Requires manual verification of active rule engine signatures,False,0.03406,https://nvd.nist.gov/vuln/detail/CVE-2026-1417,2025-01-15
CVE-2026-4440,2026-08-04,Pre-authentication buffer overflow in Enterprise Router OS network listener leads to remote code execution,9.3,NetRoute,Enterprise Router OS,12.0,12.5,,False,0.0426,https://nvd.nist.gov/vuln/detail/CVE-2026-4440,2025-01-15
CVE-2023-8721,2023-09-05,Request smuggling and cache poisoning in Enterprise Router OS HTTP request pipeline allows session hijacking,6.0,NetRoute,Enterprise Router OS,12.1,12.3,,False,0.00574,https://nvd.nist.gov/vuln/detail/CVE-2023-8721,2025-01-15
CVE-2023-6854,2023-10-06,Denial of service vulnerability in Web Application Firewall connection pool causes resource exhaustion and service freeze,5.1,SecNet,Web Application Firewall,1.0.0,2.9.0,,False,0.02354,https://nvd.nist.gov/vuln/detail/CVE-2023-6854,2025-01-15
CVE-2023-4843,2023-11-07,Improper certificate validation in Cloud Database Engine TLS transport handler allows man-in-the-middle data interception,4.8,CloudData,Cloud Database Engine,3.0.0,4.9.0,,False,0.00846,https://nvd.nist.gov/vuln/detail/CVE-2023-4843,2025-01-15
CVE-2026-5330,2026-12-08,SQL injection flaw in Web Application Firewall backend parser allows unauthorized read and write access to sensitive database tables,8.5,SecNet,Web Application Firewall,3.1.0,3.5.0,,False,0.00466,https://nvd.nist.gov/vuln/detail/CVE-2026-5330,2025-01-15
CVE-2023-6854,2023-01-09,Denial of service vulnerability in Enterprise Router OS connection pool causes resource exhaustion and service freeze,7.4,NetRoute,Enterprise Router OS,,,Manual inspection required for BGP routing daemon sub-module,False,0.00095,https://nvd.nist.gov/vuln/detail/CVE-2023-6854,2025-01-15
CVE-2026-6801,2026-02-10,Information disclosure in Web Application Firewall API endpoint leaks sensitive cryptographic keys and internal session tokens,5.7,SecNet,Web Application Firewall,3.0.0,3.1.0,,True,0.59392,https://nvd.nist.gov/vuln/detail/CVE-2026-6801,2025-01-15
CVE-2025-2484,2025-03-11,SQL injection flaw in Web Application Firewall backend parser allows unauthorized read and write access to sensitive database tables,8.5,SecNet,Web Application Firewall,2.8.0,3.0.5,,False,0.03866,https://nvd.nist.gov/vuln/detail/CVE-2025-2484,2025-01-15
CVE-2023-2066,2023-04-12,Authentication bypass in Enterprise Router OS session handling allows unauthenticated attacker to bypass administrative controls,8.6,NetRoute,Enterprise Router OS,10.0,11.9,,False,0.00337,https://nvd.nist.gov/vuln/detail/CVE-2023-2066,2025-01-15
CVE-2024-5499,2024-05-13,Remote code execution in Identity Provider SaaS allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.1,AuthCorp,Identity Provider SaaS,1.5.0,2.3.0,,False,0.02257,https://nvd.nist.gov/vuln/detail/CVE-2024-5499,2025-01-15
CVE-2025-8192,2025-06-14,SQL injection flaw in Identity Provider SaaS backend parser allows unauthorized read and write access to sensitive database tables,7.6,AuthCorp,Identity Provider SaaS,2.6.0,3.0.0,,False,0.85863,https://nvd.nist.gov/vuln/detail/CVE-2025-8192,2025-01-15
CVE-2022-4763,2022-07-15,Denial of service vulnerability in Identity Provider SaaS connection pool causes resource exhaustion and service freeze,5.5,AuthCorp,Identity Provider SaaS,,,Vendor advisory requires manual verification for custom IdP integrations,True,0.40808,https://nvd.nist.gov/vuln/detail/CVE-2022-4763,2025-01-15
CVE-2025-1825,2025-08-16,Pre-authentication buffer overflow in Core Banking Framework network listener leads to remote code execution,9.7,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,False,0.02659,https://nvd.nist.gov/vuln/detail/CVE-2025-1825,2025-01-15
CVE-2026-7316,2026-09-17,Request smuggling and cache poisoning in Core Banking Framework HTTP request pipeline allows session hijacking,5.8,FinTech Systems,Core Banking Framework,4.1.0,4.3.0,,False,0.01189,https://nvd.nist.gov/vuln/detail/CVE-2026-7316,2025-01-15
CVE-2025-1775,2025-10-18,Pre-authentication buffer overflow in Identity Provider SaaS network listener leads to remote code execution,9.7,AuthCorp,Identity Provider SaaS,1.0.0,2.4.5,,False,0.04721,https://nvd.nist.gov/vuln/detail/CVE-2025-1775,2025-01-15
CVE-2022-2636,2022-11-19,Privilege escalation in Web Application Firewall daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.6,SecNet,Web Application Firewall,2.0.0,2.9.9,,False,0.01638,https://nvd.nist.gov/vuln/detail/CVE-2022-2636,2025-01-15
CVE-2023-3047,2023-12-20,Request smuggling and cache poisoning in Cloud Database Engine HTTP request pipeline allows session hijacking,5.3,CloudData,Cloud Database Engine,5.2.0,5.5.0,,True,0.74313,https://nvd.nist.gov/vuln/detail/CVE-2023-3047,2025-01-15
CVE-2023-7396,2023-01-21,Remote code execution in Cloud Database Engine allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.2,CloudData,Cloud Database Engine,,,Applies to multi-node cluster deployments; verify engine patch level,False,0.00968,https://nvd.nist.gov/vuln/detail/CVE-2023-7396,2025-01-15
CVE-2026-2069,2026-02-22,Privilege escalation in Core Banking Framework daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.7,FinTech Systems,Core Banking Framework,,,Affects builds prior to patch 4.2.2 unless Q4 security hotfix applied,False,0.03817,https://nvd.nist.gov/vuln/detail/CVE-2026-2069,2025-01-15
CVE-2024-7966,2024-03-23,Remote code execution in Embedded IoT Gateway allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.8,IoT Systems,Embedded IoT Gateway,1.7.0,1.8.5,,False,0.00056,https://nvd.nist.gov/vuln/detail/CVE-2024-7966,2025-01-15
CVE-2025-6301,2025-04-24,Authentication bypass in Web Application Firewall session handling allows unauthenticated attacker to bypass administrative controls,8.1,SecNet,Web Application Firewall,1.0.0,2.9.0,,False,0.02483,https://nvd.nist.gov/vuln/detail/CVE-2025-6301,2025-01-15
CVE-2022-5000,2022-05-25,Information disclosure in Web Application Firewall API endpoint leaks sensitive cryptographic keys and internal session tokens,6.0,SecNet,Web Application Firewall,2.0.0,2.9.9,,False,0.04923,https://nvd.nist.gov/vuln/detail/CVE-2022-5000,2025-01-15
CVE-2022-5611,2022-06-26,Cross-site scripting (XSS) and CSRF in Core Banking Framework web interface allows attacker to hijack authenticated analyst sessions,4.4,FinTech Systems,Core Banking Framework,1.0.0,3.9.0,,False,0.0302,https://nvd.nist.gov/vuln/detail/CVE-2022-5611,2025-01-15
CVE-2026-7873,2026-07-27,Authentication bypass in Identity Provider SaaS session handling allows unauthenticated attacker to bypass administrative controls,8.2,AuthCorp,Identity Provider SaaS,,,Vendor advisory requires manual verification for custom IdP integrations,False,0.00246,https://nvd.nist.gov/vuln/detail/CVE-2026-7873,2025-01-15
CVE-2022-5000,2022-08-28,Cross-site scripting (XSS) and CSRF in Identity Provider SaaS web interface allows attacker to hijack authenticated analyst sessions,4.6,AuthCorp,Identity Provider SaaS,2.0.0,2.6.0,,False,0.00755,https://nvd.nist.gov/vuln/detail/CVE-2022-5000,2025-01-15
CVE-2022-2853,2022-09-01,SQL injection flaw in Web Application Firewall backend parser allows unauthorized read and write access to sensitive database tables,7.7,SecNet,Web Application Firewall,2.8.0,3.0.5,,False,0.00098,https://nvd.nist.gov/vuln/detail/CVE-2022-2853,2025-01-15
CVE-2024-6191,2024-10-02,Cross-site scripting (XSS) and CSRF in Enterprise Router OS web interface allows attacker to hijack authenticated analyst sessions,4.5,NetRoute,Enterprise Router OS,10.0,11.9,,False,0.35343,https://nvd.nist.gov/vuln/detail/CVE-2024-6191,2025-01-15
CVE-2023-2986,2023-11-03,Remote code execution in Cloud Database Engine allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.9,CloudData,Cloud Database Engine,3.0.0,4.9.0,,False,0.04116,https://nvd.nist.gov/vuln/detail/CVE-2023-2986,2025-01-15
CVE-2022-2959,2022-12-04,Cross-site scripting (XSS) and CSRF in Embedded IoT Gateway web interface allows attacker to hijack authenticated analyst sessions,4.6,IoT Systems,Embedded IoT Gateway,1.9.0,2.2.0,,False,0.00206,https://nvd.nist.gov/vuln/detail/CVE-2022-2959,2025-01-15
CVE-2022-2542,2022-01-05,Improper certificate validation in Enterprise Router OS TLS transport handler allows man-in-the-middle data interception,4.3,NetRoute,Enterprise Router OS,,,Manual inspection required for BGP routing daemon sub-module,False,0.04361,https://nvd.nist.gov/vuln/detail/CVE-2022-2542,2025-01-15
CVE-2025-1004,2025-02-06,Privilege escalation in Embedded IoT Gateway daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.8,IoT Systems,Embedded IoT Gateway,1.8.0,1.9.0,,False,0.00447,https://nvd.nist.gov/vuln/detail/CVE-2025-1004,2025-01-15
CVE-2022-2636,2022-03-07,SQL injection flaw in Embedded IoT Gateway backend parser allows unauthorized read and write access to sensitive database tables,7.6,IoT Systems,Embedded IoT Gateway,1.7.0,1.8.5,,False,0.00252,https://nvd.nist.gov/vuln/detail/CVE-2022-2636,2025-01-15
CVE-2023-9308,2023-04-08,Denial of service vulnerability in Cloud Database Engine connection pool causes resource exhaustion and service freeze,6.6,CloudData,Cloud Database Engine,4.0.0,5.0.0,,False,0.03269,https://nvd.nist.gov/vuln/detail/CVE-2023-9308,2025-01-15
CVE-2026-8041,2026-05-09,Privilege escalation in Core Banking Framework daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.7,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,False,0.03734,https://nvd.nist.gov/vuln/detail/CVE-2026-8041,2025-01-15
CVE-2026-5107,2026-06-10,SQL injection flaw in Core Banking Framework backend parser allows unauthorized read and write access to sensitive database tables,8.0,FinTech Systems,Core Banking Framework,4.1.0,4.3.0,,False,0.0361,https://nvd.nist.gov/vuln/detail/CVE-2026-5107,2025-01-15
CVE-2022-1190,2022-07-11,Remote code execution in Core Banking Framework allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,10.0,FinTech Systems,Core Banking Framework,3.5.0,4.2.2,,False,0.01038,https://nvd.nist.gov/vuln/detail/CVE-2022-1190,2025-01-15
CVE-2025-2016,2025-08-12,Cross-site scripting (XSS) and CSRF in Core Banking Framework web interface allows attacker to hijack authenticated analyst sessions,4.4,FinTech Systems,Core Banking Framework,1.0.0,3.9.0,,True,0.47522,https://nvd.nist.gov/vuln/detail/CVE-2025-2016,2025-01-15
CVE-2024-3427,2024-09-13,SQL injection flaw in Cloud Database Engine backend parser allows unauthorized read and write access to sensitive database tables,8.5,CloudData,Cloud Database Engine,5.1.0,5.1.5,,False,0.01887,https://nvd.nist.gov/vuln/detail/CVE-2024-3427,2025-01-15
CVE-2024-9838,2024-10-14,Cross-site scripting (XSS) and CSRF in Embedded IoT Gateway web interface allows attacker to hijack authenticated analyst sessions,4.2,IoT Systems,Embedded IoT Gateway,1.0.0,1.7.5,,False,0.02221,https://nvd.nist.gov/vuln/detail/CVE-2024-9838,2025-01-15
CVE-2024-1395,2024-11-15,Information disclosure in Identity Provider SaaS API endpoint leaks sensitive cryptographic keys and internal session tokens,5.7,AuthCorp,Identity Provider SaaS,1.5.0,2.3.0,,False,0.02356,https://nvd.nist.gov/vuln/detail/CVE-2024-1395,2025-01-15
CVE-2026-6393,2026-12-16,Cross-site scripting (XSS) and CSRF in Enterprise Router OS web interface allows attacker to hijack authenticated analyst sessions,4.8,NetRoute,Enterprise Router OS,12.4,13.0,,False,0.00939,https://nvd.nist.gov/vuln/detail/CVE-2026-6393,2025-01-15
CVE-2024-3558,2024-01-17,Denial of service vulnerability in Web Application Firewall connection pool causes resource exhaustion and service freeze,7.1,SecNet,Web Application Firewall,,,Requires manual verification of active rule engine signatures,False,0.59727,https://nvd.nist.gov/vuln/detail/CVE-2024-3558,2025-01-15
CVE-2024-4152,2024-02-18,Pre-authentication buffer overflow in Cloud Database Engine network listener leads to remote code execution,9.1,CloudData,Cloud Database Engine,5.0.0,5.2.0,,True,0.70012,https://nvd.nist.gov/vuln/detail/CVE-2024-4152,2025-01-15
CVE-2023-6986,2023-03-19,Request smuggling and cache poisoning in Core Banking Framework HTTP request pipeline allows session hijacking,5.4,FinTech Systems,Core Banking Framework,1.0.0,3.9.0,,False,0.02238,https://nvd.nist.gov/vuln/detail/CVE-2023-6986,2025-01-15
CVE-2022-2853,2022-04-20,Denial of service vulnerability in Cloud Database Engine connection pool causes resource exhaustion and service freeze,6.7,CloudData,Cloud Database Engine,4.0.0,5.0.0,,False,0.60562,https://nvd.nist.gov/vuln/detail/CVE-2022-2853,2025-01-15
CVE-2023-7938,2023-05-21,Remote code execution in Identity Provider SaaS allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.7,AuthCorp,Identity Provider SaaS,1.5.0,2.3.0,,False,0.01928,https://nvd.nist.gov/vuln/detail/CVE-2023-7938,2025-01-15
CVE-2023-5736,2023-06-22,Request smuggling and cache poisoning in Core Banking Framework HTTP request pipeline allows session hijacking,6.1,FinTech Systems,Core Banking Framework,,,Affects builds prior to patch 4.2.2 unless Q4 security hotfix applied,False,0.03542,https://nvd.nist.gov/vuln/detail/CVE-2023-5736,2025-01-15
CVE-2023-6442,2023-07-23,Denial of service vulnerability in Web Application Firewall connection pool causes resource exhaustion and service freeze,5.2,SecNet,Web Application Firewall,,,Requires manual verification of active rule engine signatures,False,0.00333,https://nvd.nist.gov/vuln/detail/CVE-2023-6442,2025-01-15
CVE-2022-8114,2022-08-24,Cross-site scripting (XSS) and CSRF in Embedded IoT Gateway web interface allows attacker to hijack authenticated analyst sessions,4.3,IoT Systems,Embedded IoT Gateway,1.8.0,1.9.0,,False,0.00941,https://nvd.nist.gov/vuln/detail/CVE-2022-8114,2025-01-15
CVE-2023-8721,2023-09-25,Improper certificate validation in Core Banking Framework TLS transport handler allows man-in-the-middle data interception,4.6,FinTech Systems,Core Banking Framework,3.5.0,4.2.2,,False,0.02017,https://nvd.nist.gov/vuln/detail/CVE-2023-8721,2025-01-15
CVE-2024-9967,2024-10-26,Denial of service vulnerability in Identity Provider SaaS connection pool causes resource exhaustion and service freeze,6.9,AuthCorp,Identity Provider SaaS,1.0.0,2.4.5,,False,0.32038,https://nvd.nist.gov/vuln/detail/CVE-2024-9967,2025-01-15
CVE-2024-2122,2024-11-27,Privilege escalation in Embedded IoT Gateway daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.0,IoT Systems,Embedded IoT Gateway,0.8.0,1.6.0,,False,0.75737,https://nvd.nist.gov/vuln/detail/CVE-2024-2122,2025-01-15
CVE-2024-6578,2024-12-28,Request smuggling and cache poisoning in Web Application Firewall HTTP request pipeline allows session hijacking,5.5,SecNet,Web Application Firewall,3.1.0,3.5.0,,False,0.01903,https://nvd.nist.gov/vuln/detail/CVE-2024-6578,2025-01-15
CVE-2022-3049,2022-01-01,Authentication bypass in Cloud Database Engine session handling allows unauthenticated attacker to bypass administrative controls,7.7,CloudData,Cloud Database Engine,,,Applies to multi-node cluster deployments; verify engine patch level,False,0.002,https://nvd.nist.gov/vuln/detail/CVE-2022-3049,2025-01-15
CVE-2025-7190,2025-02-02,Information disclosure in Enterprise Router OS API endpoint leaks sensitive cryptographic keys and internal session tokens,5.3,NetRoute,Enterprise Router OS,12.0,12.5,,False,0.03274,https://nvd.nist.gov/vuln/detail/CVE-2025-7190,2025-01-15
CVE-2024-6249,2024-03-03,SQL injection flaw in Web Application Firewall backend parser allows unauthorized read and write access to sensitive database tables,7.9,SecNet,Web Application Firewall,2.8.0,3.0.5,,False,0.96448,https://nvd.nist.gov/vuln/detail/CVE-2024-6249,2025-01-15
CVE-2025-7002,2025-04-04,Pre-authentication buffer overflow in Enterprise Router OS network listener leads to remote code execution,9.2,NetRoute,Enterprise Router OS,10.0,11.9,,False,0.03705,https://nvd.nist.gov/vuln/detail/CVE-2025-7002,2025-01-15
CVE-2026-4072,2026-05-05,Remote code execution in Identity Provider SaaS allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.2,AuthCorp,Identity Provider SaaS,1.5.0,2.3.0,,False,0.03263,https://nvd.nist.gov/vuln/detail/CVE-2026-4072,2025-01-15
CVE-2024-3427,2024-06-06,Request smuggling and cache poisoning in Enterprise Router OS HTTP request pipeline allows session hijacking,6.2,NetRoute,Enterprise Router OS,12.4,13.0,,False,0.01973,https://nvd.nist.gov/vuln/detail/CVE-2024-3427,2025-01-15
CVE-2026-1417,2026-07-07,Denial of service vulnerability in Enterprise Router OS connection pool causes resource exhaustion and service freeze,6.7,NetRoute,Enterprise Router OS,,,Manual inspection required for BGP routing daemon sub-module,True,0.6992,https://nvd.nist.gov/vuln/detail/CVE-2026-1417,2025-01-15
CVE-2023-6534,2023-08-08,Privilege escalation in Web Application Firewall daemon allows low-privilege attacker to obtain elevated system administrator permissions,7.7,SecNet,Web Application Firewall,3.0.0,3.1.0,,False,0.04324,https://nvd.nist.gov/vuln/detail/CVE-2023-6534,2025-01-15
CVE-2026-8158,2026-09-09,Request smuggling and cache poisoning in Core Banking Framework HTTP request pipeline allows session hijacking,6.0,FinTech Systems,Core Banking Framework,4.0.0,4.2.5,,False,0.02922,https://nvd.nist.gov/vuln/detail/CVE-2026-8158,2025-01-15
CVE-2023-1539,2023-10-10,Authentication bypass in Embedded IoT Gateway session handling allows unauthenticated attacker to bypass administrative controls,7.6,IoT Systems,Embedded IoT Gateway,1.0.0,1.7.5,,False,0.03605,https://nvd.nist.gov/vuln/detail/CVE-2023-1539,2025-01-15
CVE-2026-6393,2026-11-11,Improper certificate validation in Identity Provider SaaS TLS transport handler allows man-in-the-middle data interception,4.0,AuthCorp,Identity Provider SaaS,1.5.0,2.3.0,,False,0.01255,https://nvd.nist.gov/vuln/detail/CVE-2026-6393,2025-01-15
CVE-2026-8421,2026-12-12,Cross-site scripting (XSS) and CSRF in Identity Provider SaaS web interface allows attacker to hijack authenticated analyst sessions,4.4,AuthCorp,Identity Provider SaaS,2.6.0,3.0.0,,False,0.00552,https://nvd.nist.gov/vuln/detail/CVE-2026-8421,2025-01-15
CVE-2022-4104,2022-01-13,Denial of service vulnerability in Web Application Firewall connection pool causes resource exhaustion and service freeze,5.8,SecNet,Web Application Firewall,,,Requires manual verification of active rule engine signatures,False,0.01591,https://nvd.nist.gov/vuln/detail/CVE-2022-4104,2025-01-15
CVE-2023-8806,2023-02-14,Information disclosure in Cloud Database Engine API endpoint leaks sensitive cryptographic keys and internal session tokens,6.4,CloudData,Cloud Database Engine,5.0.0,5.2.0,,False,0.02636,https://nvd.nist.gov/vuln/detail/CVE-2023-8806,2025-01-15
CVE-2026-2191,2026-03-15,Request smuggling and cache poisoning in Embedded IoT Gateway HTTP request pipeline allows session hijacking,5.1,IoT Systems,Embedded IoT Gateway,1.7.0,1.8.5,,False,0.00579,https://nvd.nist.gov/vuln/detail/CVE-2026-2191,2025-01-15
CVE-2023-4719,2023-04-16,Denial of service vulnerability in Embedded IoT Gateway connection pool causes resource exhaustion and service freeze,6.5,IoT Systems,Embedded IoT Gateway,1.0.0,1.7.5,,False,0.01899,https://nvd.nist.gov/vuln/detail/CVE-2023-4719,2025-01-15
CVE-2023-8509,2023-05-17,Improper certificate validation in Cloud Database Engine TLS transport handler allows man-in-the-middle data interception,4.7,CloudData,Cloud Database Engine,3.0.0,4.9.0,,True,0.73383,https://nvd.nist.gov/vuln/detail/CVE-2023-8509,2025-01-15
CVE-2025-4709,2025-06-18,SQL injection flaw in Web Application Firewall backend parser allows unauthorized read and write access to sensitive database tables,7.6,SecNet,Web Application Firewall,3.1.0,3.5.0,,False,0.00915,https://nvd.nist.gov/vuln/detail/CVE-2025-4709,2025-01-15
CVE-2022-2648,2022-07-19,Remote code execution in Core Banking Framework allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.4,FinTech Systems,Core Banking Framework,1.0.0,3.9.0,,False,0.01315,https://nvd.nist.gov/vuln/detail/CVE-2022-2648,2025-01-15
CVE-2024-4157,2024-08-20,Privilege escalation in Cloud Database Engine daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.4,CloudData,Cloud Database Engine,5.0.0,5.2.0,,False,0.04057,https://nvd.nist.gov/vuln/detail/CVE-2024-4157,2025-01-15
CVE-2023-6986,2023-09-21,Request smuggling and cache poisoning in Cloud Database Engine HTTP request pipeline allows session hijacking,6.7,CloudData,Cloud Database Engine,5.1.0,5.1.5,,False,0.03698,https://nvd.nist.gov/vuln/detail/CVE-2023-6986,2025-01-15
CVE-2026-5330,2026-10-22,Authentication bypass in Identity Provider SaaS session handling allows unauthenticated attacker to bypass administrative controls,7.6,AuthCorp,Identity Provider SaaS,1.0.0,2.4.5,,False,0.02257,https://nvd.nist.gov/vuln/detail/CVE-2026-5330,2025-01-15
CVE-2022-2365,2022-11-23,Remote code execution in Identity Provider SaaS allows unauthenticated remote attacker to execute arbitrary commands with full system privileges,9.9,AuthCorp,Identity Provider SaaS,1.5.0,2.3.0,,False,0.79255,https://nvd.nist.gov/vuln/detail/CVE-2022-2365,2025-01-15
CVE-2026-3062,2026-12-24,Cross-site scripting (XSS) and CSRF in Core Banking Framework web interface allows attacker to hijack authenticated analyst sessions,4.5,FinTech Systems,Core Banking Framework,4.1.0,4.3.0,,False,0.01,https://nvd.nist.gov/vuln/detail/CVE-2026-3062,2025-01-15
CVE-2026-9754,2026-01-25,Denial of service vulnerability in Enterprise Router OS connection pool causes resource exhaustion and service freeze,5.4,NetRoute,Enterprise Router OS,,,Manual inspection required for BGP routing daemon sub-module,False,0.65296,https://nvd.nist.gov/vuln/detail/CVE-2026-9754,2025-01-15
CVE-2025-7944,2025-02-26,Privilege escalation in Embedded IoT Gateway daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.8,IoT Systems,Embedded IoT Gateway,1.8.0,1.9.0,,False,0.04406,https://nvd.nist.gov/vuln/detail/CVE-2025-7944,2025-01-15
CVE-2023-7184,2023-03-27,Request smuggling and cache poisoning in Identity Provider SaaS HTTP request pipeline allows session hijacking,7.2,AuthCorp,Identity Provider SaaS,2.4.0,2.5.5,,False,0.03364,https://nvd.nist.gov/vuln/detail/CVE-2023-7184,2025-01-15
CVE-2026-3738,2026-04-28,Authentication bypass in Embedded IoT Gateway session handling allows unauthenticated attacker to bypass administrative controls,8.0,IoT Systems,Embedded IoT Gateway,1.0.0,1.7.5,,False,0.02353,https://nvd.nist.gov/vuln/detail/CVE-2026-3738,2025-01-15
CVE-2023-7938,2023-05-01,Information disclosure in Web Application Firewall API endpoint leaks sensitive cryptographic keys and internal session tokens,7.4,SecNet,Web Application Firewall,2.0.0,2.9.9,,False,0.03466,https://nvd.nist.gov/vuln/detail/CVE-2023-7938,2025-01-15
CVE-2024-3489,2024-06-02,Cross-site scripting (XSS) and CSRF in Cloud Database Engine web interface allows attacker to hijack authenticated analyst sessions,4.6,CloudData,Cloud Database Engine,5.2.0,5.5.0,,False,0.0177,https://nvd.nist.gov/vuln/detail/CVE-2024-3489,2025-01-15
CVE-2026-9754,2026-07-03,Denial of service vulnerability in Embedded IoT Gateway connection pool causes resource exhaustion and service freeze,6.8,IoT Systems,Embedded IoT Gateway,,,Affects firmware builds without TPM attestation enabled,False,0.96243,https://nvd.nist.gov/vuln/detail/CVE-2026-9754,2025-01-15
CVE-2022-8400,2022-08-04,Privilege escalation in Core Banking Framework daemon allows low-privilege attacker to obtain elevated system administrator permissions,8.4,FinTech Systems,Core Banking Framework,3.5.0,4.2.2,,False,0.03374,https://nvd.nist.gov/vuln/detail/CVE-2022-8400,2025-01-15
CVE-2026-5887,2026-09-05,SQL injection flaw in Embedded IoT Gateway backend parser allows unauthorized read and write access to sensitive database tables,8.3,IoT Systems,Embedded IoT Gateway,1.7.0,1.8.5,,True,0.50613,https://nvd.nist.gov/vuln/detail/CVE-2026-5887,2025-01-15
CVE-2022-3049,2022-10-06,Denial of service vulnerability in Core Banking Framework connection pool causes resource exhaustion and service freeze,6.2,FinTech Systems,Core Banking Framework,2.0.0,4.1.0,,False,0.02791,https://nvd.nist.gov/vuln/detail/CVE-2022-3049,2025-01-15
